Price,Open,High,Low,Close,Volume
Ticker,BMRI.JK,BMRI.JK,BMRI.JK,BMRI.JK,BMRI.JK
Date,,,,,
2016-04-19,1512.54541015625,1512.54541015625,1512.54541015625,1512.54541015625,0
2016-04-20,1524.4239658453525,1552.140765224359,1520.4644230769231,1544.2216796875,88110800
2016-04-21,1544.2215746143197,1571.9383721073973,1544.2215746143197,1564.019287109375,78975600
2016-04-22,1564.019373078693,1583.8170866619676,1552.140744928728,1579.8575439453125,70598400
2016-04-25,1575.898112610021,1575.898112610021,1508.585881669392,1532.3431396484375,100451600
2016-04-26,1520.4643914473684,1520.4643914473684,1468.9903365285772,1504.626220703125,143723600
2016-04-27,1488.7880656452924,1528.3834929230927,1484.8285229175121,1524.4239501953125,77419600
2016-04-28,1528.38354181576,1556.100341796875,1524.4239989613152,1556.100341796875,70421200
2016-04-29,1532.3430877843668,1540.2621735093508,1512.5453734719074,1528.383544921875,51991600
2016-05-02,1524.4240390318228,1528.383581990347,1488.7881524051047,1512.54541015625,39910400
